;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;;booties.baby.10.35;SLOTH BOOTIE;ALGAE GREEN;0-6M / 6-12M ;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	18,40 ; € 	-   ; € 	46,00 ;;;;;;;;;;;;;;;;;;;;
8;;booties.baby.10.40;SLOTH BOOTIE;SKY LILAC;0-6M / 6-12M ;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	18,40 ; € 	-   ; € 	46,00 ;;;;;;;;;;;;;;;;;;;;
9;;cardigan.baby.16.01;SLOTH CARDIGAN;MILK;3M - 4Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	30,00 ; € 	-   ; € 	75,00 ;;;;;;;;;;;;;;;;;;;;
10;;cardigan.baby.16.34;SLOTH CARDIGAN;COSMIC RED;3M - 4Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	30,00 ; € 	-   ; € 	75,00 ;;;;;;;;;;;;;;;;;;;;
11;;cardigan.baby.16.35;SLOTH CARDIGAN;ALGAE GREEN;3M - 4Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	30,00 ; € 	-   ; € 	75,00 ;;;;;;;;;;;;;;;;;;;;
12;;cardigan.baby.16.40;SLOTH CARDIGAN;SKY LILAC;3M - 4Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	30,00 ; € 	-   ; € 	75,00 ;;;;;;;;;;;;;;;;;;;;
13;;dungaree.baby.11.01;SLOTH DUNGAREE;MILK;3M - 2Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	28,80 ; € 	-   ; € 	72,00 ;;;;;;;;;;;;;;;;;;;;
14;;dungaree.baby.11.34;SLOTH DUNGAREE;COSMIC RED;3M - 2Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	28,80 ; € 	-   ; € 	72,00 ;;;;;;;;;;;;;;;;;;;;
15;;dungaree.baby.11.35;SLOTH DUNGAREE;ALGAE GREEN;3M - 2Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	28,80 ; € 	-   ; € 	72,00 ;;;;;;;;;;;;;;;;;;;;
16;;dungaree.baby.11.40;SLOTH DUNGAREE;SKY LILAC;3M - 2Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	28,80 ; € 	-   ; € 	72,00 ;;;;;;;;;;;;;;;;;;;;
17;;blanket.baby.25.01;SLOTH BLANKET;MILK;U (90X90cm);100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	32,00 ; € 	-   ; € 	80,00 ;;;;;;;;;;;;;;;;;;;;
18;;blanket.baby.25.34;SLOTH BLANKET;COSMIC RED;U (90X90cm);100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	32,00 ; € 	-   ; € 	80,00 ;;;;;;;;;;;;;;;;;;;;
19;;blanket.baby.25.35;SLOTH BLANKET;ALGAE GREEN;U (90X90cm);100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	32,00 ; € 	-   ; € 	80,00 ;;;;;;;;;;;;;;;;;;;;
20;;blanket.baby.25.40;SLOTH BLANKET;SKY LILAC;U (90X90cm);100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	32,00 ; € 	-   ; € 	80,00 ;;;;;;;;;;;;;;;;;;;;
21;;cardigan.baby.15.01;LOVELY CARDIGAN;MILK & MILTICOLOR HEARTS;3M - 4Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	32,00 ; € 	-   ; € 	80,00 ;;;;;;;;;;;;;;;;;;;;
22;;pants.baby.20.01;LOVELY PANTS;MILK & MILTICOLOR HEARTS;3M - 4Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	24,80 ; € 	-   ; € 	62,00 ;;;;;;;;;;;;;;;;;;;;
23;;romper.baby.04.01;LOVELY ROMPER;MILK & MILTICOLOR HEARTS;3M - 2Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	27,20 ; € 	-   ; € 	68,00 ;;;;;;;;;;;;;;;;;;;;
24;;jumpsuit.baby.12.01;LOVELY JUMPSUIT;MILK & MILTICOLOR HEARTS;3M - 2Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	38,40 ; € 	-   ; € 	96,00 ;;;;;;;;;;;;;;;;;;;;
25;;blanket.baby.23.01;LOVELY BLANKET;MILK & MILTICOLOR HEARTS;U (90X90cm);100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	31,60 ; € 	-   ; € 	79,00 ;;;;;;;;;;;;;;;;;;;;
26;;cardigan.baby.15.38;UGGY CARDIGAN;WATER BLUE & UGGY ALL OVER;3M - 4Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	32,00 ; € 	-   ; € 	80,00 ;;;;;;;;;;;;;;;;;;;;
27;;pants.baby.20.38;UGGY PANTS;WATER BLUE & UGGY ALL OVER;3M - 4Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	24,80 ; € 	-   ; € 	62,00 ;;;;;;;;;;;;;;;;;;;;
28;;romper.baby.04.38;UGGY ROMPER;WATER BLUE & UGGY ALL OVER;3M - 2Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	27,20 ; € 	-   ; € 	68,00 ;;;;;;;;;;;;;;;;;;;;
29;;jumpsuit.baby.12.38;UGGY JUMPSUIT;WATER BLUE & UGGY ALL OVER;3M - 2Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	38,40 ; € 	-   ; € 	96,00 ;;;;;;;;;;;;;;;;;;;;
30;;blanket.baby.23.38;UGGY  BLANKET;WATER BLUE & UGGY ALL OVER;U (90X90cm);100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	31,60 ; € 	-   ; € 	79,00 ;;;;;;;;;;;;;;;;;;;;
;KIDS : From  6M to 6Y ( Merino Wool styles);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;;beanie.kid.16.33;MOONS HAT;SKY BLUE; 0-6M to 3-6Y;100% Merino Wool;PORTUGAL;;;;;;;;;;;;;;0; € 	21,60 ; € 	-   ; € 	54,00 ;;;;;;;;;;;;;;;;;;;;
32;;cardigan.kid.17.33;MOONS CARDIGAN;SKY BLUE;6M - 6Y;100% Merino Wool;PORTUGAL;;;;;;;;;;;;;;0; € 	34,80 ; € 	-   ; € 	87,00 ;;;;;;;;;;;;;;;;;;;;
33;;pants.kid.22.33;MOONS PANTS;SKY BLUE;6M - 6Y;100% Merino Wool;PORTUGAL;;;;;;;;;;;;;;0; € 	31,20 ; € 	-   ; € 	78,00 ;;;;;;;;;;;;;;;;;;;;
34;;blanket.baby.24.33;MOONS  BLANKET;SKY BLUE;U (90X90cm);100% Merino Wool;PORTUGAL;;;;;;;;;;;;;;0; € 	44,00 ; € 	-   ; € 	110,00 ;;;;;;;;;;;;;;;;;;;;
;KIDS : From  6M to 6Y ( Organic Cotton styles);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;;beanie.kid.15.36;UGGY HAT;SAND & SLOTH BROWN; 6-12M / 1-3Y / 3-6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	20,00 ; € 	-   ; € 	50,00 ;;;;;;;;;;;;;;;;;;;;
39;;beanie.kid.15.38;UGGY HAT;ALGAE GREEN & WATER BLUE; 6-12M / 1-3Y / 3-6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	20,00 ; € 	-   ; € 	50,00 ;;;;;;;;;;;;;;;;;;;;
40;;tubescarf.kid.03.36;UGGY TUBESCARF;SAND & SLOTH BROWN;U;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	18,00 ; € 	-   ; € 	45,00 ;;;;;;;;;;;;;;;;;;;;
41;;tubescarf.kid.03.38;UGGY TUBESCARF;ALGAE GREEN & WATER BLUE;U;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	18,00 ; € 	-   ; € 	45,00 ;;;;;;;;;;;;;;;;;;;;
42;;beanie.kid.14.34;SIERRA NEVADA BEANIE;COSMIC RED; 0-6 M / 6-12M / 1-3Y ;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	18,40 ; € 	-   ; € 	46,00 ;;;;;;;;;;;;;;;;;;;;
43;;beanie.kid.14.39;SIERRA NEVADA BEANIE;TWINKLE BLUE; 0-6 M / 6-12M / 1-3Y ;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	18,40 ; € 	-   ; € 	46,00 ;;;;;;;;;;;;;;;;;;;;
44;;beanie.kid.14.35;SIERRA NEVADA BEANIE;ALGAE GREEN; 0-6 M / 6-12M / 1-3Y ;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	18,40 ; € 	-   ; € 	46,00 ;;;;;;;;;;;;;;;;;;;;
45;;cardigan.kid.18.23;SNAIL STRIPES CARDIGAN;SAND BASE & MULTICOLOR STRIPES;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	34,00 ; € 	-   ; € 	85,00 ;;;;;;;;;;;;;;;;;;;;
46;;sweater.kid.17.34;LAZY BUG SWEATER;COSMIC RED;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	26,80 ; € 	-   ; € 	67,00 ;;;;;;;;;;;;;;;;;;;;
47;;pants.kid.21.34;LAZY BUG PANTS;COSMIC RED;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	24,00 ; € 	-   ; € 	60,00 ;;;;;;;;;;;;;;;;;;;;
48;;sweater.kid.17.39;LAZY BUG SWEATER;TWINKLE BLUE;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	26,80 ; € 	-   ; € 	67,00 ;;;;;;;;;;;;;;;;;;;;
49;;pants.kid.21.39;LAZY BUG PANTS;TWINKLE BLUE;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	24,00 ; € 	-   ; € 	60,00 ;;;;;;;;;;;;;;;;;;;;
50;;sweater.kid.17.35;LAZY BUG SWEATER;ALGAE GREEN;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	26,80 ; € 	-   ; € 	67,00 ;;;;;;;;;;;;;;;;;;;;
51;;pants.kid.21.35;LAZY BUG PANTS;ALGAE GREEN;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	24,00 ; € 	-   ; € 	60,00 ;;;;;;;;;;;;;;;;;;;;
52;;beret.kid.02.40;AMOR BERET;SKY LILAC;1-3Y / 3-6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	20,00 ; € 	-   ; € 	50,00 ;;;;;;;;;;;;;;;;;;;;
53;;sweater.kid.19.40;AMOR SWEATER;SKY LILAC;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	32,00 ; € 	-   ; € 	80,00 ;;;;;;;;;;;;;;;;;;;;
54;;pants.kid.25.40;AMOR PANTS;SKY LILAC;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	25,60 ; € 	-   ; € 	64,00 ;;;;;;;;;;;;;;;;;;;;
55;;sweater.kid.18.01;COSMIC SLOTH SWEATER;MILK & SLOTH ALL OVER;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	32,00 ; € 	-   ; € 	80,00 ;;;;;;;;;;;;;;;;;;;;
56;;pants.kid.23.01;COSMIC SLOTH PANTS;MILK & SLOTH ALL OVER;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	25,60 ; € 	-   ; € 	64,00 ;;;;;;;;;;;;;;;;;;;;
57;;sweater.kid.18.36;UGGY SWEATER;SLOTH BROWN & UGGY ALL OVER;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	32,00 ; € 	-   ; € 	80,00 ;;;;;;;;;;;;;;;;;;;;
58;;pants.kid.24.38;TREE PANTS;WATER BLUE & SLOTH BROWN ;6M - 6Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	26,40 ; € 	-   ; € 	66,00 ;;;;;;;;;;;;;;;;;;;;
59;;dungaree.baby.10.36;UGGY DUNGAREE;SLOTH BROWN & UGGY ALL OVER;6M - 2Y;100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	32,40 ; € 	-   ; € 	81,00 ;;;;;;;;;;;;;;;;;;;;
;GIFTING. Packaging;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;;box.medium.01.03;HELLO BABY BOX M;Cardboard;Medium (30 x 23 x 9 cm);100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	4,00 ; € 	-   ; € 	8,00 ;;;;;;;;;;;;;;;;;;;;
61;;box.small.02.03;HELLO BABY BOX S;Cardboard;Small (23 x 14 x 8 cm);100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	3,50 ; € 	-   ; € 	7,00 ;;;;;;;;;;;;;;;;;;;;
62;;bag.medium.01.01;BAYIRI BAG M;Natural;Medium (30 x 40 cm);100% Organic Cotton;SPAIN;;;;;; ;;;;;;;;0; € 	5,50 ; € 	-   ; € 	11,00 ;;;;;;;;;;;;;;;;;;;;
63;;bag.small.02.01;BAYIRI BAG S;Natural;Small (20 x 30 cm);100% Organic Cotton;SPAIN;;;;;;;;;;;;;;0; € 	5,00 ; € 	-   ; € 	10,00 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;0;TOTAL; € 	-   ;;;;;;;;;;;;;;;;;;;;;
