;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700099;Moose;Taupe;295;86/92;1;1;22,69;22,69;59,00;8721263661969;;
BAAW2700099;Moose;Taupe;295;98/104;2;1;22,69;45,38;59,00;8721263661976;;
BAAW2700099;Moose;Taupe;295;110/116;1;1;22,69;22,69;59,00;8721263661983;;
BAAW2700099;Moose;Taupe;295;122/128;1;1;22,69;22,69;59,00;8721263661990;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700109;Cordova;Taupe;295;86/92;1;1;22,69;22,69;59,00;8721263664052;;
BAAW2700109;Cordova;Taupe;295;98/104;2;1;22,69;45,38;59,00;8721263664069;;
BAAW2700109;Cordova;Taupe;295;110/116;1;1;22,69;22,69;59,00;8721263664076;;
BAAW2700109;Cordova;Taupe;295;122/128;1;1;22,69;22,69;59,00;8721263664083;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700152;Frozen;Copper brown;221;2-4y;2;1;13,08;26,16;34,00;8721263673825;;
BAAW2700152;Frozen;Copper brown;221;5-7y;2;1;13,08;26,16;34,00;8721263673832;;
BAAW2700152;Frozen;Copper brown AOP;741;2-4y;0;1;13,08;0,00;34,00;8721263679575;;
BAAW2700152;Frozen;Copper brown AOP;741;5-7y;0;1;13,08;0,00;34,00;8721263679582;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700153;Snowie;Copper brown;221;2-4y;2;1;11,15;22,30;29,00;8721263679605;;
BAAW2700153;Snowie;Copper brown;221;5-7y;2;1;11,15;22,30;29,00;8721263679612;;
BAAW2700153;Snowie;Taupe clay AOP;297;2-4y;2;1;11,15;22,30;29,00;8721263673733;;
BAAW2700153;Snowie;Taupe clay AOP;297;5-7y;2;1;11,15;22,30;29,00;8721263673740;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700154;Wintery;Copper brown;221;2-4y;2;1;9,23;18,46;24,00;8721263679636;;
BAAW2700154;Wintery;Copper brown;221;5-7y;2;1;9,23;18,46;24,00;8721263679643;;
BAAW2700154;Wintery;Taupe clay AOP;297;2-4y;2;1;9,23;18,46;24,00;8721263673948;;
BAAW2700154;Wintery;Taupe clay AOP;297;5-7y;2;1;9,23;18,46;24,00;8721263673955;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700155;Maey;Creme oat;139;86/92;0;1;30,38;0,00;79,00;8721263674259;;
BAAW2700155;Maey;Creme oat;139;98/104;0;1;30,38;0,00;79,00;8721263674266;;
