"Order id";"Date";"Status";"Season";"Brand name";"Brand sales person";"Collection";"Category";"Product name";"Product reference";"Color name";"Description";"Composition";"Fabric / print";"Size family name";"Size name";"EAN13";"SKU";"Quantity";"Unit price";"Net amount";"Pre-discount amount";"Discount rate";"Currency"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Luxury Cotton";"Geraldine winter dress";"01.648124";"067Malva";"Geraldine winter dress";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"4A";"";"";"1";"47";"47,00";"47,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Luxury Cotton";"Geraldine winter dress";"01.648124";"067Malva";"Geraldine winter dress";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"5A";"";"";"1";"47";"47,00";"47,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Luxury Cotton";"Geraldine winter dress";"01.648124";"067Malva";"Geraldine winter dress";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"6A";"";"";"1";"47";"47,00";"47,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Luxury Cotton";"Geraldine winter dress";"01.648124";"067Malva";"Geraldine winter dress";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"8A";"";"";"1";"47";"47,00";"47,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Isotta dress";"01.648012";"049NATURALE";"Isotta dress";"80%CO 20%Tencel";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"24M";"";"";"1";"47";"47,00";"47,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Isotta dress";"01.648012";"049NATURALE";"Isotta dress";"80%CO 20%Tencel";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"3A";"";"";"1";"52";"52,00";"52,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Isotta dress";"01.648012";"049NATURALE";"Isotta dress";"80%CO 20%Tencel";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"4A";"";"";"1";"52";"52,00";"52,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Isotta dress";"01.648012";"049NATURALE";"Isotta dress";"80%CO 20%Tencel";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"5A";"";"";"1";"52";"52,00";"52,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Isotta dress";"01.648012";"049NATURALE";"Isotta dress";"80%CO 20%Tencel";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"6A";"";"";"1";"52";"52,00";"52,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Isotta dress";"01.648012";"049NATURALE";"Isotta dress";"80%CO 20%Tencel";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"8A";"";"";"1";"52";"52,00";"52,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Teddy";"Hood teddy";"10.648137";"091MELANZANA";"Hood teddy";"100% PL";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"24M";"";"";"1";"45";"45,00";"45,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Teddy";"Hood teddy";"10.648137";"091MELANZANA";"Hood teddy";"100% PL";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"3A";"";"";"1";"48";"48,00";"48,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Teddy";"Hood teddy";"10.648137";"091MELANZANA";"Hood teddy";"100% PL";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"4A";"";"";"1";"48";"48,00";"48,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Teddy";"Hood teddy";"10.648137";"091MELANZANA";"Hood teddy";"100% PL";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"5A";"";"";"1";"48";"48,00";"48,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Teddy";"Hood teddy";"10.648137";"091MELANZANA";"Hood teddy";"100% PL";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"6A";"";"";"1";"48";"48,00";"48,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Teddy";"Hood teddy";"10.648137";"091MELANZANA";"Hood teddy";"100% PL";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"8A";"";"";"1";"48";"48,00";"48,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Warm Cotton";"Arianna dress";"01.648041";"091MELANZANA";"Arianna dress";"70%CO 20%PC 3%VI 3%PL 2%PA 2%EA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"24M";"";"";"1";"31";"31,00";"31,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Warm Cotton";"Arianna dress";"01.648041";"091MELANZANA";"Arianna dress";"70%CO 20%PC 3%VI 3%PL 2%PA 2%EA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"3A";"";"";"1";"34";"34,00";"34,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Warm Cotton";"Arianna dress";"01.648041";"091MELANZANA";"Arianna dress";"70%CO 20%PC 3%VI 3%PL 2%PA 2%EA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"4A";"";"";"1";"34";"34,00";"34,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Warm Cotton";"Arianna dress";"01.648041";"091MELANZANA";"Arianna dress";"70%CO 20%PC 3%VI 3%PL 2%PA 2%EA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"5A";"";"";"1";"34";"34,00";"34,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Warm Cotton";"Arianna dress";"01.648041";"091MELANZANA";"Arianna dress";"70%CO 20%PC 3%VI 3%PL 2%PA 2%EA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"6A";"";"";"1";"34";"34,00";"34,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Warm Cotton";"Arianna dress";"01.648041";"091MELANZANA";"Arianna dress";"70%CO 20%PC 3%VI 3%PL 2%PA 2%EA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"8A";"";"";"1";"34";"34,00";"34,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Flower knit";"59.648117";"091MELANZANA";"Flower knit";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"24M";"";"";"1";"45";"45,00";"45,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Flower knit";"59.648117";"091MELANZANA";"Flower knit";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"3A";"";"";"1";"48";"48,00";"48,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Flower knit";"59.648117";"091MELANZANA";"Flower knit";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"4A";"";"";"1";"48";"48,00";"48,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Flower knit";"59.648117";"091MELANZANA";"Flower knit";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"5A";"";"";"1";"48";"48,00";"48,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Flower knit";"59.648117";"091MELANZANA";"Flower knit";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"6A";"";"";"1";"48";"48,00";"48,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Flower knit";"59.648117";"091MELANZANA";"Flower knit";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"8A";"";"";"1";"48";"48,00";"48,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"T-shirt for girl";"09.648149";"049NATURALE";"T-shirt for girl";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"24M";"";"";"1";"21";"21,00";"21,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"T-shirt for girl";"09.648149";"049NATURALE";"T-shirt for girl";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"3A";"";"";"1";"24";"24,00";"24,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"T-shirt for girl";"09.648149";"049NATURALE";"T-shirt for girl";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"4A";"";"";"1";"24";"24,00";"24,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"T-shirt for girl";"09.648149";"049NATURALE";"T-shirt for girl";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"5A";"";"";"1";"24";"24,00";"24,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"T-shirt for girl";"09.648149";"049NATURALE";"T-shirt for girl";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"6A";"";"";"1";"24";"24,00";"24,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"T-shirt for girl";"09.648149";"049NATURALE";"T-shirt for girl";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"8A";"";"";"1";"24";"24,00";"24,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Colette pant";"04.648001";"091MELANZANA";"Colette pant";"80%CO 20%TN";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"24M";"";"";"1";"30";"30,00";"30,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Colette pant";"04.648001";"091MELANZANA";"Colette pant";"80%CO 20%TN";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"3A";"";"";"1";"33";"33,00";"33,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Colette pant";"04.648001";"091MELANZANA";"Colette pant";"80%CO 20%TN";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"4A";"";"";"1";"33";"33,00";"33,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Colette pant";"04.648001";"091MELANZANA";"Colette pant";"80%CO 20%TN";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"5A";"";"";"1";"33";"33,00";"33,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Colette pant";"04.648001";"091MELANZANA";"Colette pant";"80%CO 20%TN";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"6A";"";"";"1";"33";"33,00";"33,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Colette pant";"04.648001";"091MELANZANA";"Colette pant";"80%CO 20%TN";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"8A";"";"";"1";"33";"33,00";"33,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Girocollo boy";"59.648118";"091MELANZANA";"Girocollo boy";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"24M";"";"";"1";"38";"38,00";"38,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Girocollo boy";"59.648118";"091MELANZANA";"Girocollo boy";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"3A";"";"";"1";"41";"41,00";"41,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Girocollo boy";"59.648118";"091MELANZANA";"Girocollo boy";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"4A";"";"";"1";"41";"41,00";"41,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Girocollo boy";"59.648118";"091MELANZANA";"Girocollo boy";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"5A";"";"";"1";"41";"41,00";"41,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Girocollo boy";"59.648118";"091MELANZANA";"Girocollo boy";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"6A";"";"";"1";"41";"41,00";"41,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Knit";"Girocollo boy";"59.648118";"091MELANZANA";"Girocollo boy";"75%WP Alpaca 25%PA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"8A";"";"";"1";"41";"41,00";"41,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"Polo Boy";"34.648114";"002OffWhite";"Polo Boy";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"24M";"";"";"1";"25";"25,00";"25,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"Polo Boy";"34.648114";"002OffWhite";"Polo Boy";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"3A";"";"";"1";"28";"28,00";"28,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"Polo Boy";"34.648114";"002OffWhite";"Polo Boy";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"4A";"";"";"1";"28";"28,00";"28,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"Polo Boy";"34.648114";"002OffWhite";"Polo Boy";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"5A";"";"";"1";"28";"28,00";"28,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"Polo Boy";"34.648114";"002OffWhite";"Polo Boy";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"6A";"";"";"1";"28";"28,00";"28,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Jersey Babe";"Polo Boy";"34.648114";"002OffWhite";"Polo Boy";"100% CO";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"8A";"";"";"1";"28";"28,00";"28,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Giacomo pant";"04.648007";"005Ecrù";"Giacomo pant";"99%CO 1%EA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"24M";"";"";"1";"30";"30,00";"30,00";"0";"EUR"
"3215528";"2026-02-05 14:38:17";"Confirmed";"Pre-FW26";"Babe & Tess";"Chaparal The One and Only";"FW 26";"Velvet";"Giacomo pant";"04.648007";"005Ecrù";"Giacomo pant";"99%CO 1%EA";"";"1M,3A,3M,4A,5A,6A,6M,8A,9M,10A,12A,12M,18M,24M";"3A";"";"";"1";"33";"33,00";"33,00";"0";"EUR"
